node_id	pr_value
663930	0.0001752179172355636
482708	9.418957895792373e-05
1034017	5.384048092295522e-05
663559	4.850711014463948e-05
357530	4.680216639660407e-05
1120567	4.646510293969792e-05
663605	4.2547393046921484e-05
1108860	3.5628630874220274e-05
663682	3.550663912351726e-05
664788	3.5274105469811644e-05
